SubjectID,Wave,Time,Trap,Boundary,Scaffold,Iterative,Sovereignty,Defense,Construction,TII_Total,General_CT,AI_Use_Frequency_Raw,AI_Use_Frequency_Rate,Academic_Self_Efficacy,Prior_AI_Experience,Discipline,Institutional_AI_Policy
85,4,4,8,16,24,12,15,24,36,75,59,27,54.0,25,0,Arts,1
86,1,1,11,17,13,7,17,28,20,65,70,22,44.0,16,1,STEM,1
86,2,2,12,18,17,10,18,30,27,75,82,26,52.0,15,1,STEM,1
86,3,3,12,19,11,7,18,31,18,67,84,23,46.0,19,1,STEM,1
86,4,4,13,20,11,7,20,33,18,71,76,33,66.0,17,1,STEM,1
87,1,1,10,23,9,23,16,33,32,81,58,14,28.0,17,0,Humanities,1
87,2,2,11,26,9,26,15,37,35,87,58,21,42.0,13,0,Humanities,1
87,3,3,11,25,10,27,16,36,37,89,60,21,42.0,13,0,Humanities,1
87,4,4,13,28,8,21,15,41,29,85,58,28,56.0,16,0,Humanities,1
88,1,1,15,21,12,19,13,36,31,80,62,12,24.0,18,0,Humanities,0
88,2,2,13,20,15,23,15,33,38,86,59,21,42.0,17,0,Humanities,0
88,3,3,15,22,15,23,12,37,38,87,68,15,30.0,16,0,Humanities,0
88,4,4,19,27,15,24,14,46,39,99,72,27,54.0,20,0,Humanities,0
89,1,1,11,19,9,20,10,30,29,69,59,27,54.0,20,0,STEM,1
89,2,2,15,24,10,24,13,39,34,86,64,17,34.0,21,0,STEM,1
89,3,3,13,21,9,20,11,34,29,74,59,23,46.0,18,0,STEM,1
89,4,4,15,26,7,16,14,41,23,78,65,23,46.0,21,0,STEM,1
90,1,1,14,12,11,16,15,26,27,68,69,25,50.0,17,0,Arts,0
90,2,2,17,13,11,14,15,30,25,70,67,34,68.0,21,0,Arts,0
90,3,3,20,16,13,17,16,36,30,82,70,30,60.0,19,0,Arts,0
90,4,4,16,13,12,16,16,29,28,73,65,31,62.0,19,0,Arts,0
91,1,1,11,20,9,21,13,31,30,74,55,25,50.0,13,0,Humanities,1
91,2,2,9,17,9,22,11,26,31,68,60,27,54.0,9,0,Humanities,1
91,3,3,12,20,11,27,13,32,38,83,58,19,38.0,8,0,Humanities,1
91,4,4,9,17,12,27,15,26,39,80,52,24,48.0,12,0,Humanities,1
92,1,1,15,16,9,9,7,31,18,56,74,21,42.0,15,0,Humanities,1
92,2,2,19,21,14,14,10,40,28,78,66,21,42.0,13,0,Humanities,1
92,3,3,19,20,16,16,9,39,32,80,78,29,58.0,14,0,Humanities,1
92,4,4,21,22,22,21,10,43,43,96,77,30,60.0,13,0,Humanities,1
93,1,1,16,9,19,7,15,25,26,66,82,20,40.0,20,0,STEM,1
93,2,2,15,8,19,7,18,23,26,67,83,22,44.0,20,0,STEM,1
93,3,3,15,8,21,8,15,23,29,67,75,25,50.0,17,0,STEM,1
93,4,4,14,7,23,8,17,21,31,69,81,28,56.0,19,0,STEM,1
94,1,1,16,11,10,14,18,27,24,69,54,20,40.0,18,1,Arts,1
94,2,2,22,15,13,18,16,37,31,84,55,19,38.0,19,1,Arts,1
94,3,3,26,18,13,18,18,44,31,93,63,23,46.0,21,1,Arts,1
94,4,4,23,17,17,22,20,40,39,99,68,27,54.0,19,1,Arts,1
95,1,1,13,14,12,9,7,27,21,55,61,20,40.0,27,0,STEM,0
95,2,2,15,17,16,11,10,32,27,69,65,30,60.0,27,0,STEM,0
95,3,3,17,19,16,12,7,36,28,71,67,18,36.0,28,0,STEM,0
95,4,4,16,17,19,13,7,33,32,72,64,24,48.0,28,0,STEM,0
96,1,1,4,18,17,13,14,22,30,66,50,14,28.0,15,0,Arts,0
96,2,2,4,19,19,14,12,23,33,68,62,22,44.0,13,0,Arts,0
96,3,3,4,21,18,13,13,25,31,69,65,28,56.0,11,0,Arts,0
96,4,4,5,23,19,15,10,28,34,72,65,30,60.0,11,0,Arts,0
97,1,1,14,15,4,28,16,29,32,77,69,26,52.0,18,0,Humanities,0
97,2,2,14,15,5,28,17,29,33,79,72,35,70.0,21,0,Humanities,0
97,3,3,12,13,5,28,16,25,33,74,78,37,74.0,19,0,Humanities,0
97,4,4,15,15,6,28,15,30,34,79,76,40,80.0,23,0,Humanities,0
98,1,1,14,15,21,15,22,29,36,87,69,8,16.0,25,0,Arts,1
98,2,2,14,16,19,13,20,30,32,82,62,11,22.0,25,0,Arts,1
98,3,3,17,19,20,15,22,36,35,93,72,18,36.0,24,0,Arts,1
98,4,4,17,19,24,17,25,36,41,102,69,20,40.0,21,0,Arts,1
99,1,1,9,18,15,4,14,27,19,60,61,19,38.0,28,1,STEM,0
99,2,2,10,21,22,5,17,31,27,75,54,18,36.0,28,1,STEM,0
99,3,3,11,23,26,5,15,34,31,80,65,23,46.0,27,1,STEM,0
99,4,4,11,23,28,6,20,34,34,88,65,27,54.0,27,1,STEM,0
100,1,1,15,14,20,12,13,29,32,74,70,24,48.0,17,0,STEM,1
100,2,2,16,16,17,10,17,32,27,76,74,25,50.0,17,0,STEM,1
100,3,3,17,16,22,13,11,33,35,79,72,28,56.0,17,0,STEM,1
100,4,4,21,19,23,13,14,40,36,90,71,38,76.0,15,0,STEM,1
101,1,1,18,9,14,13,13,27,27,67,75,24,48.0,21,0,STEM,1
101,2,2,17,9,17,16,11,26,33,70,82,27,54.0,25,0,STEM,1
101,3,3,15,8,18,16,16,23,34,73,83,30,60.0,18,0,STEM,1
101,4,4,13,7,21,20,16,20,41,77,90,27,54.0,22,0,STEM,1
102,1,1,8,16,9,17,21,24,26,71,64,43,86.0,20,1,STEM,1
102,2,2,10,20,11,20,19,30,31,80,71,45,90.0,22,1,STEM,1
102,3,3,12,22,13,23,21,34,36,91,67,49,98.0,24,1,STEM,1
102,4,4,12,23,14,27,20,35,41,96,71,50,100.0,20,1,STEM,1
103,1,1,20,13,18,6,13,33,24,70,68,23,46.0,18,0,Arts,0
103,2,2,17,12,28,9,16,29,37,82,74,29,58.0,17,0,Arts,0
103,3,3,20,13,26,8,14,33,34,81,75,40,80.0,18,0,Arts,0
103,4,4,17,12,23,7,15,29,30,74,83,40,80.0,21,0,Arts,0
104,1,1,11,14,18,6,14,25,24,63,54,16,32.0,18,0,Arts,1
104,2,2,12,15,23,7,13,27,30,70,50,17,34.0,11,0,Arts,1
104,3,3,13,16,25,8,12,29,33,74,59,27,54.0,16,0,Arts,1
104,4,4,14,17,22,7,17,31,29,77,51,30,60.0,17,0,Arts,1
105,1,1,14,14,16,17,19,28,33,80,59,21,42.0,18,1,Humanities,1
105,2,2,13,12,18,20,13,25,38,76,68,25,50.0,20,1,Humanities,1
105,3,3,16,15,19,20,13,31,39,83,51,23,46.0,20,1,Humanities,1
105,4,4,13,12,17,19,13,25,36,74,63,28,56.0,20,1,Humanities,1
106,1,1,20,12,6,20,11,32,26,69,70,7,14.0,8,1,STEM,1
106,2,2,20,11,6,19,14,31,25,70,74,11,22.0,8,1,STEM,1
106,3,3,20,12,9,28,13,32,37,82,68,16,32.0,8,1,STEM,1
106,4,4,27,15,10,28,12,42,38,92,80,20,40.0,11,1,STEM,1
107,1,1,4,28,18,15,18,32,33,83,80,23,46.0,17,0,Humanities,1
107,2,2,4,28,19,17,17,32,36,85,81,20,40.0,17,0,Humanities,1
107,3,3,4,28,20,17,14,32,37,83,81,22,44.0,24,0,Humanities,1
107,4,4,4,28,22,18,15,32,40,87,91,22,44.0,20,0,Humanities,1
108,1,1,21,10,15,15,18,31,30,79,74,11,22.0,22,1,Humanities,1
108,2,2,23,11,15,15,20,34,30,84,69,23,46.0,20,1,Humanities,1
108,3,3,25,12,18,20,20,37,38,95,80,28,56.0,18,1,Humanities,1
108,4,4,27,14,20,21,19,41,41,101,75,32,64.0,18,1,Humanities,1
109,1,1,24,6,20,17,20,30,37,87,60,28,56.0,17,1,STEM,1
109,2,2,26,6,20,18,15,32,38,85,58,38,76.0,18,1,STEM,1
109,3,3,25,6,22,20,19,31,42,92,60,37,74.0,14,1,STEM,1
109,4,4,24,5,25,22,14,29,47,90,62,43,86.0,18,1,STEM,1
110,1,1,20,6,17,10,15,26,27,68,65,21,42.0,25,1,Humanities,0
110,2,2,26,8,16,9,12,34,25,71,68,18,36.0,25,1,Humanities,0
110,3,3,26,8,22,13,13,34,35,82,69,20,40.0,23,1,Humanities,0
110,4,4,28,13,28,17,17,41,45,103,62,20,40.0,23,1,Humanities,0
111,1,1,6,14,11,22,15,20,33,68,58,24,48.0,16,1,STEM,1
111,2,2,7,16,12,24,16,23,36,75,59,22,44.0,16,1,STEM,1
111,3,3,9,22,11,20,17,31,31,79,59,25,50.0,11,1,STEM,1
111,4,4,11,25,13,24,20,36,37,93,69,19,38.0,17,1,STEM,1
112,1,1,14,12,10,17,9,26,27,62,72,19,38.0,14,1,Humanities,1
112,2,2,17,14,12,20,9,31,32,72,70,25,50.0,16,1,Humanities,1
112,3,3,13,12,15,24,11,25,39,75,75,22,44.0,20,1,Humanities,1
112,4,4,15,13,14,22,13,28,36,77,71,24,48.0,20,1,Humanities,1
113,1,1,28,4,28,15,18,32,43,93,73,31,62.0,27,0,Humanities,0
113,2,2,25,4,28,16,16,29,44,89,74,32,64.0,27,0,Humanities,0
113,3,3,26,4,28,12,17,30,40,87,71,38,76.0,23,0,Humanities,0
113,4,4,25,4,28,24,20,29,52,101,72,45,90.0,27,0,Humanities,0
114,1,1,17,18,8,12,15,35,20,70,60,18,36.0,13,1,Arts,0
114,2,2,21,22,8,11,17,43,19,79,67,21,42.0,14,1,Arts,0
114,3,3,23,25,13,19,15,48,32,95,68,27,54.0,13,1,Arts,0
114,4,4,24,26,12,19,17,50,31,98,62,25,50.0,14,1,Arts,0
115,1,1,20,9,15,26,13,29,41,83,64,33,66.0,18,0,Humanities,0
115,2,2,25,11,13,24,11,36,37,84,60,46,92.0,15,0,Humanities,0
115,3,3,26,12,14,24,13,38,38,89,67,44,88.0,18,0,Humanities,0
115,4,4,24,11,17,28,15,35,45,95,70,44,88.0,18,0,Humanities,0
116,1,1,15,14,11,17,24,29,28,81,63,22,44.0,20,1,Humanities,1
116,2,2,16,14,11,17,23,30,28,81,68,30,60.0,20,1,Humanities,1
116,3,3,17,15,14,22,26,32,36,94,69,36,72.0,18,1,Humanities,1
116,4,4,20,17,13,21,25,37,34,96,69,40,80.0,17,1,Humanities,1
117,1,1,11,11,16,11,15,22,27,64,60,25,50.0,18,0,Humanities,1
117,2,2,17,18,15,10,15,35,25,75,63,23,46.0,22,0,Humanities,1
117,3,3,19,20,17,11,17,39,28,84,69,30,60.0,24,0,Humanities,1
117,4,4,20,21,15,11,15,41,26,82,67,36,72.0,21,0,Humanities,1
118,1,1,17,7,11,20,11,24,31,66,62,27,54.0,22,1,STEM,1
118,2,2,22,8,10,19,12,30,29,71,66,26,52.0,17,1,STEM,1
118,3,3,22,8,9,18,13,30,27,70,64,32,64.0,18,1,STEM,1
118,4,4,22,9,13,24,16,31,37,84,65,28,56.0,18,1,STEM,1
119,1,1,19,9,4,19,14,28,23,65,81,27,54.0,12,0,Arts,1
119,2,2,24,11,6,23,18,35,29,82,82,30,60.0,15,0,Arts,1
119,3,3,26,13,7,27,12,39,34,85,83,34,68.0,13,0,Arts,1
119,4,4,25,12,7,28,15,37,35,87,90,45,90.0,11,0,Arts,1
120,1,1,8,17,25,9,18,25,34,77,58,10,20.0,21,0,Arts,0
120,2,2,11,23,25,10,17,34,35,86,57,18,36.0,17,0,Arts,0
120,3,3,11,24,28,12,16,35,40,91,59,19,38.0,15,0,Arts,0
120,4,4,13,27,27,10,19,40,37,96,60,31,62.0,14,0,Arts,0
121,1,1,20,8,12,17,16,28,29,73,59,22,44.0,15,1,Humanities,1
121,2,2,28,12,14,20,18,40,34,92,62,25,50.0,12,1,Humanities,1
121,3,3,28,22,15,23,14,50,38,102,64,23,46.0,19,1,Humanities,1
121,4,4,28,21,14,22,13,49,36,98,72,29,58.0,17,1,Humanities,1
122,1,1,4,22,14,11,13,26,25,64,67,30,60.0,20,0,STEM,0
122,2,2,4,28,13,11,10,32,24,66,68,34,68.0,20,0,STEM,0
122,3,3,4,28,20,16,12,32,36,80,70,31,62.0,16,0,STEM,0
122,4,4,4,28,22,18,16,32,40,88,73,30,60.0,17,0,STEM,0
123,1,1,15,18,15,13,18,33,28,79,72,24,48.0,20,0,Humanities,0
123,2,2,14,16,16,15,18,30,31,79,75,25,50.0,20,0,Humanities,0
123,3,3,17,20,17,15,19,37,32,88,75,30,60.0,14,0,Humanities,0
123,4,4,14,16,16,15,18,30,31,79,82,33,66.0,21,0,Humanities,0
124,1,1,13,13,13,24,14,26,37,77,65,12,24.0,20,0,Arts,1
124,2,2,16,17,15,26,14,33,41,88,61,19,38.0,17,0,Arts,1
124,3,3,14,15,16,28,12,29,44,85,70,12,24.0,22,0,Arts,1
124,4,4,19,20,17,28,11,39,45,95,60,20,40.0,19,0,Arts,1
125,1,1,15,18,23,12,20,33,35,88,50,24,48.0,10,0,Humanities,0
125,2,2,16,18,23,11,19,34,34,87,68,27,54.0,13,0,Humanities,0
125,3,3,17,20,23,11,26,37,34,97,66,27,54.0,10,0,Humanities,0
125,4,4,16,18,28,19,22,34,47,103,69,32,64.0,12,0,Humanities,0
126,1,1,18,19,25,9,17,37,34,88,76,33,66.0,19,1,Arts,1
126,2,2,20,21,25,9,20,41,34,95,85,33,66.0,26,1,Arts,1
126,3,3,22,22,26,10,18,44,36,98,77,39,78.0,24,1,Arts,1
126,4,4,24,24,20,7,15,48,27,90,83,49,98.0,20,1,Arts,1
127,1,1,9,14,11,19,16,23,30,69,74,28,56.0,20,1,Arts,0
127,2,2,11,18,11,17,16,29,28,73,82,30,60.0,16,1,Arts,0
127,3,3,12,19,13,22,12,31,35,78,82,30,60.0,20,1,Arts,0
127,4,4,9,15,10,17,13,24,27,64,86,29,58.0,18,1,Arts,0
128,1,1,14,16,12,14,19,30,26,75,60,17,34.0,24,0,STEM,1
128,2,2,15,17,15,17,19,32,32,83,71,31,62.0,24,0,STEM,1
128,3,3,16,19,19,20,21,35,39,95,59,36,72.0,26,0,STEM,1
128,4,4,19,22,16,18,19,41,34,94,63,39,78.0,25,0,STEM,1
129,1,1,18,10,14,16,12,28,30,70,56,24,48.0,21,0,STEM,1
129,2,2,22,12,15,16,16,34,31,81,50,31,62.0,22,0,STEM,1
129,3,3,25,14,14,16,14,39,30,83,54,41,82.0,18,0,STEM,1
129,4,4,24,13,17,20,16,37,37,90,60,40,80.0,23,0,STEM,1
130,1,1,15,11,15,14,17,26,29,72,70,20,40.0,20,0,STEM,1
130,2,2,17,12,19,19,20,29,38,87,73,25,50.0,21,0,STEM,1
130,3,3,14,10,15,15,19,24,30,73,69,23,46.0,22,0,STEM,1
130,4,4,15,11,15,15,18,26,30,74,75,29,58.0,24,0,STEM,1
131,1,1,19,6,13,13,17,25,26,68,63,9,18.0,18,0,STEM,1
131,2,2,18,5,17,18,14,23,35,72,68,12,24.0,20,0,STEM,1
131,3,3,21,6,17,17,16,27,34,77,64,13,26.0,18,0,STEM,1
131,4,4,17,5,23,23,17,22,46,85,62,21,42.0,18,0,STEM,1
132,1,1,13,11,11,13,15,24,24,63,74,10,20.0,23,0,STEM,1
132,2,2,15,13,13,14,12,28,27,67,71,14,28.0,24,0,STEM,1
132,3,3,12,11,15,17,12,23,32,67,60,24,48.0,24,0,STEM,1
132,4,4,14,12,13,14,13,26,27,66,74,26,52.0,20,0,STEM,1
133,1,1,13,14,14,14,10,27,28,65,46,34,68.0,16,0,Humanities,1
133,2,2,15,15,16,17,13,30,33,76,45,28,56.0,19,0,Humanities,1
133,3,3,13,14,16,17,15,27,33,75,52,32,64.0,19,0,Humanities,1
133,4,4,17,17,20,21,14,34,41,89,56,34,68.0,23,0,Humanities,1
134,1,1,27,5,24,12,17,32,36,85,67,18,36.0,16,0,Humanities,0
134,2,2,28,10,25,13,17,38,38,93,76,26,52.0,21,0,Humanities,0
134,3,3,28,6,23,12,18,34,35,87,72,28,56.0,19,0,Humanities,0
134,4,4,28,9,27,14,20,37,41,98,71,38,76.0,17,0,Humanities,0
135,1,1,17,9,14,14,12,26,28,66,60,22,44.0,28,1,STEM,0
135,2,2,20,10,13,12,17,30,25,72,52,24,48.0,28,1,STEM,0
135,3,3,24,12,18,18,16,36,36,88,52,28,56.0,27,1,STEM,0
135,4,4,28,20,16,15,17,48,31,96,56,29,58.0,27,1,STEM,0
136,1,1,18,13,28,8,13,31,36,80,76,18,36.0,25,0,Arts,1
136,2,2,22,16,28,13,14,38,41,93,69,23,46.0,19,0,Arts,1
136,3,3,23,16,28,11,14,39,39,92,79,27,54.0,18,0,Arts,1
136,4,4,28,21,28,10,15,49,38,102,68,32,64.0,20,0,Arts,1
137,1,1,5,15,9,13,12,20,22,54,64,36,72.0,20,1,Humanities,1
137,2,2,8,24,10,15,12,32,25,69,67,38,76.0,21,1,Humanities,1
137,3,3,9,27,10,15,14,36,25,75,71,43,86.0,23,1,Humanities,1
137,4,4,9,28,9,15,14,37,24,75,80,48,96.0,21,1,Humanities,1
138,1,1,18,7,12,7,18,25,19,62,59,37,74.0,15,0,Humanities,0
138,2,2,18,6,12,8,17,24,20,61,53,31,62.0,16,0,Humanities,0
138,3,3,21,8,18,11,17,29,29,75,59,30,60.0,13,0,Humanities,0
138,4,4,25,9,16,10,18,34,26,78,59,34,68.0,14,0,Humanities,0
139,1,1,21,12,15,16,18,33,31,82,60,35,70.0,12,0,Humanities,0
139,2,2,20,12,17,18,22,32,35,89,68,39,78.0,10,0,Humanities,0
139,3,3,23,14,17,17,21,37,34,92,64,48,96.0,13,0,Humanities,0
139,4,4,20,12,16,17,24,32,33,89,63,50,100.0,12,0,Humanities,0
140,1,1,9,14,19,22,12,23,41,76,74,22,44.0,20,0,Arts,1
140,2,2,11,17,11,14,11,28,25,64,73,15,30.0,19,0,Arts,1
140,3,3,13,20,19,22,13,33,41,87,77,31,62.0,21,0,Arts,1
140,4,4,14,20,18,22,13,34,40,87,74,32,64.0,20,0,Arts,1
141,1,1,16,13,21,18,15,29,39,83,62,24,48.0,17,0,Arts,0
141,2,2,19,16,19,16,15,35,35,85,70,27,54.0,19,0,Arts,0
141,3,3,16,14,23,18,17,30,41,88,67,34,68.0,19,0,Arts,0
141,4,4,16,14,25,21,18,30,46,94,65,43,86.0,18,0,Arts,0
142,1,1,13,25,14,11,20,38,25,83,72,10,20.0,16,0,Arts,1
142,2,2,13,26,16,12,19,39,28,86,65,16,32.0,15,0,Arts,1
142,3,3,13,26,17,12,21,39,29,89,73,11,22.0,14,0,Arts,1
142,4,4,11,21,18,13,21,32,31,84,71,8,16.0,15,0,Arts,1
143,1,1,17,7,15,10,14,24,25,63,84,32,64.0,19,0,Humanities,1
143,2,2,18,7,20,14,16,25,34,75,88,31,62.0,18,0,Humanities,1
143,3,3,20,8,23,16,15,28,39,82,82,42,84.0,17,0,Humanities,1
143,4,4,15,6,24,17,15,21,41,77,84,41,82.0,18,0,Humanities,1
144,1,1,22,10,14,11,17,32,25,74,55,14,28.0,26,0,Humanities,0
144,2,2,22,9,20,14,18,31,34,83,58,10,20.0,25,0,Humanities,0
144,3,3,25,11,20,15,16,36,35,87,52,14,28.0,26,0,Humanities,0
144,4,4,28,12,23,16,16,40,39,95,56,14,28.0,23,0,Humanities,0
145,1,1,21,9,20,4,14,30,24,68,73,26,52.0,24,0,STEM,0
145,2,2,23,9,25,6,13,32,31,76,80,21,42.0,19,0,STEM,0
145,3,3,22,9,26,6,12,31,32,75,88,32,64.0,23,0,STEM,0
145,4,4,22,9,28,12,12,31,40,83,84,34,68.0,19,0,STEM,0
146,1,1,14,17,12,16,18,31,28,77,63,13,26.0,13,0,STEM,0
146,2,2,17,21,16,22,19,38,38,95,63,17,34.0,12,0,STEM,0
146,3,3,17,21,14,19,16,38,33,87,67,19,38.0,8,0,STEM,0
146,4,4,15,19,15,20,19,34,35,88,77,29,58.0,11,0,STEM,0
147,1,1,15,7,10,14,14,22,24,60,58,15,30.0,18,0,STEM,0
147,2,2,20,10,12,17,13,30,29,72,63,20,40.0,21,0,STEM,0
147,3,3,21,10,14,18,14,31,32,77,56,16,32.0,15,0,STEM,0
147,4,4,23,11,13,18,15,34,31,80,55,21,42.0,20,0,STEM,0
148,1,1,7,18,6,12,20,25,18,63,61,18,36.0,17,1,Humanities,0
148,2,2,8,21,6,14,21,29,20,70,60,19,38.0,15,1,Humanities,0
148,3,3,6,16,9,19,19,22,28,69,52,19,38.0,12,1,Humanities,0
148,4,4,6,17,9,20,17,23,29,69,59,19,38.0,14,1,Humanities,0
149,1,1,14,15,13,28,19,29,41,89,66,15,30.0,17,0,STEM,1
149,2,2,15,17,10,22,22,32,32,86,68,22,44.0,15,0,STEM,1
149,3,3,14,16,11,24,19,30,35,84,71,25,50.0,17,0,STEM,1
149,4,4,16,17,11,25,19,33,36,88,70,26,52.0,18,0,STEM,1
150,1,1,14,16,14,18,24,30,32,86,74,23,46.0,17,0,Arts,1
150,2,2,13,15,17,23,22,28,40,90,77,20,40.0,16,0,Arts,1
150,3,3,13,16,14,18,22,29,32,83,84,22,44.0,20,0,Arts,1
150,4,4,10,13,17,23,25,23,40,88,81,20,40.0,16,0,Arts,1
151,1,1,12,17,18,9,14,29,27,70,71,15,30.0,12,1,Arts,1
151,2,2,13,19,17,8,16,32,25,73,65,25,50.0,19,1,Arts,1
151,3,3,12,19,20,10,17,31,30,78,53,25,50.0,14,1,Arts,1
151,4,4,13,20,20,9,17,33,29,79,62,32,64.0,16,1,Arts,1
152,1,1,11,18,21,11,14,29,32,75,74,28,56.0,12,1,STEM,0
152,2,2,11,20,21,11,16,31,32,79,73,30,60.0,11,1,STEM,0
152,3,3,13,23,19,10,17,36,29,82,74,35,70.0,14,1,STEM,0
152,4,4,11,20,22,12,19,31,34,84,78,37,74.0,13,1,STEM,0
153,1,1,15,14,14,14,17,29,28,74,54,10,20.0,20,1,STEM,1
153,2,2,14,14,16,16,15,28,32,75,55,15,30.0,16,1,STEM,1
153,3,3,12,11,16,17,16,23,33,72,59,18,36.0,17,1,STEM,1
153,4,4,14,13,18,19,15,27,37,79,64,14,28.0,17,1,STEM,1
154,1,1,10,18,14,9,15,28,23,66,67,22,44.0,17,0,Arts,0
154,2,2,12,21,22,15,12,33,37,82,66,25,50.0,16,0,Arts,0
154,3,3,15,26,21,15,15,41,36,92,68,31,62.0,17,0,Arts,0
154,4,4,14,26,23,16,15,40,39,94,68,31,62.0,15,0,Arts,0
155,1,1,14,17,17,8,15,31,25,71,59,31,62.0,8,1,STEM,0
155,2,2,15,18,15,7,19,33,22,74,56,26,52.0,10,1,STEM,0
155,3,3,13,17,22,11,16,30,33,79,50,33,66.0,8,1,STEM,0
155,4,4,14,18,22,11,15,32,33,80,61,32,64.0,11,1,STEM,0
156,1,1,16,10,21,4,13,26,25,64,66,16,32.0,28,0,STEM,0
156,2,2,16,10,24,4,16,26,28,70,75,19,38.0,24,0,STEM,0
156,3,3,19,12,24,4,16,31,28,75,73,23,46.0,27,0,STEM,0
156,4,4,21,13,17,4,15,34,21,70,72,12,24.0,24,0,STEM,0
157,1,1,16,18,13,15,16,34,28,78,71,18,36.0,22,1,STEM,1
157,2,2,18,20,14,17,17,38,31,86,70,18,36.0,24,1,STEM,1
157,3,3,17,19,18,20,17,36,38,91,64,19,38.0,21,1,STEM,1
157,4,4,19,21,16,18,16,40,34,90,69,17,34.0,23,1,STEM,1
158,1,1,15,17,12,17,22,32,29,83,59,23,46.0,17,0,STEM,1
158,2,2,16,17,14,20,17,33,34,84,63,24,48.0,15,0,STEM,1
158,3,3,16,18,16,23,20,34,39,93,67,29,58.0,15,0,STEM,1
158,4,4,16,19,20,28,20,35,48,103,65,31,62.0,21,0,STEM,1
159,1,1,9,15,6,21,11,24,27,62,49,28,56.0,16,0,Humanities,0
159,2,2,11,17,7,25,14,28,32,74,46,37,74.0,18,0,Humanities,0
159,3,3,9,15,7,23,13,24,30,67,46,37,74.0,16,0,Humanities,0
159,4,4,10,15,8,26,16,25,34,75,49,45,90.0,17,0,Humanities,0
160,1,1,16,12,17,12,22,28,29,79,64,20,40.0,15,0,Humanities,1
160,2,2,19,14,18,12,21,33,30,84,64,23,46.0,13,0,Humanities,1
160,3,3,19,14,18,13,23,33,31,87,70,29,58.0,14,0,Humanities,1
160,4,4,20,15,19,13,19,35,32,86,78,37,74.0,14,0,Humanities,1
161,1,1,19,13,23,15,17,32,38,87,62,21,42.0,28,0,Humanities,1
161,2,2,18,13,19,13,18,31,32,81,64,23,46.0,24,0,Humanities,1
161,3,3,22,15,18,12,21,37,30,88,72,18,36.0,25,0,Humanities,1
161,4,4,22,16,22,15,15,38,37,90,67,25,50.0,24,0,Humanities,1
162,1,1,12,19,12,11,15,31,23,69,60,25,50.0,26,0,STEM,1
162,2,2,13,19,13,11,13,32,24,69,69,25,50.0,25,0,STEM,1
162,3,3,15,23,13,11,15,38,24,77,72,33,66.0,27,0,STEM,1
162,4,4,16,23,18,15,16,39,33,88,66,40,80.0,28,0,STEM,1
163,1,1,18,21,17,21,8,39,38,85,76,13,26.0,18,1,STEM,0
163,2,2,16,19,18,22,7,35,40,82,71,20,40.0,22,1,STEM,0
163,3,3,16,20,20,24,11,36,44,91,75,11,22.0,15,1,STEM,0
163,4,4,17,21,19,24,11,38,43,92,75,20,40.0,19,1,STEM,0
164,1,1,13,13,12,10,13,26,22,61,50,26,52.0,22,0,Arts,1
164,2,2,16,16,10,9,14,32,19,65,60,28,56.0,19,0,Arts,1
164,3,3,17,17,14,12,15,34,26,75,60,25,50.0,24,0,Arts,1
164,4,4,19,17,11,9,17,36,20,73,66,28,56.0,21,0,Arts,1
165,1,1,7,21,4,22,20,28,26,74,65,26,52.0,20,1,Arts,0
165,2,2,9,28,5,27,18,37,32,87,71,27,54.0,22,1,Arts,0
165,3,3,9,28,6,28,18,37,34,89,67,22,44.0,18,1,Arts,0
165,4,4,11,28,6,28,21,39,34,94,74,24,48.0,18,1,Arts,0
166,1,1,25,7,12,13,12,32,25,69,77,18,36.0,12,1,STEM,0
166,2,2,27,7,15,16,15,34,31,80,80,16,32.0,13,1,STEM,0
166,3,3,25,7,14,15,15,32,29,76,71,17,34.0,9,1,STEM,0
166,4,4,23,6,15,17,16,29,32,77,79,25,50.0,12,1,STEM,0
167,1,1,4,28,16,7,16,32,23,71,39,14,28.0,18,0,Humanities,0
167,2,2,4,28,18,9,12,32,27,71,55,15,30.0,17,0,Humanities,0
167,3,3,4,28,19,9,13,32,28,73,57,16,32.0,17,0,Humanities,0
167,4,4,4,28,22,11,11,32,33,76,42,25,50.0,16,0,Humanities,0
168,1,1,24,12,10,28,14,36,38,88,68,16,32.0,16,1,STEM,1
168,2,2,26,13,11,28,13,39,39,91,69,23,46.0,15,1,STEM,1
168,3,3,28,17,8,21,15,45,29,89,72,24,48.0,17,1,STEM,1
168,4,4,28,19,10,28,13,47,38,98,77,26,52.0,18,1,STEM,1
169,1,1,16,11,7,19,17,27,26,70,64,25,50.0,15,1,STEM,0
169,2,2,19,13,7,19,17,32,26,75,53,25,50.0,15,1,STEM,0
169,3,3,17,12,8,19,19,29,27,75,63,29,58.0,16,1,STEM,0
169,4,4,15,11,11,26,19,26,37,82,63,37,74.0,19,1,STEM,0
170,1,1,21,4,12,13,16,25,25,66,59,28,56.0,16,1,STEM,1
170,2,2,27,4,15,16,17,31,31,79,64,29,58.0,18,1,STEM,1
170,3,3,28,5,14,16,16,33,30,79,73,36,72.0,18,1,STEM,1
170,4,4,28,7,14,15,21,35,29,85,67,40,80.0,20,1,STEM,1
171,1,1,14,13,8,16,11,27,24,62,68,18,36.0,16,0,Humanities,0
171,2,2,16,13,11,21,16,29,32,77,68,19,38.0,17,0,Humanities,0
